$: |0| finalbitnum: |0| firstbitseller: |0|monero_last_rate: |0| num: |1.0|random_num: |0
$: |66.0784| finalbitnum: |51.00062271428571| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |373.0|random_num: |18.571416501821172
$: |66.0784| finalbitnum: |51.00062271428571| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |374.0|random_num: |18.57728735069168
$: |66.0784| finalbitnum: |51.00062271428571| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |375.0|random_num: |14.259421962128908
$: |66.0784| finalbitnum: |51.00062271428571| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |376.0|random_num: |18.456100759981645
$: |66.0784| finalbitnum: |51.00062271428571| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |377.0|random_num: |17.64681843716169
$: |66.0784| finalbitnum: |51.00062271428571| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |378.0|random_num: |14.295075221819971
$: |66.0784| finalbitnum: |51.00062271428571| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |379.0|random_num: |13.820360597075425
$: |66.0784| finalbitnum: |51.00062271428571| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |380.0|random_num: |15.781332808428072
$: |66.0784| finalbitnum: |51.00062271428571| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |381.0|random_num: |14.581673118981481
$: |66.0784| finalbitnum: |51.00062271428571| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |382.0|random_num: |13.320895142607405
$: |66.0784| finalbitnum: |51.024642| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |383.0|random_num: |16.997814688881306
$: |66.0784| finalbitnum: |51.024642| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |384.0|random_num: |19.012372003098672
$: |66.0784| finalbitnum: |51.024642| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |385.0|random_num: |13.953821992765327
$: |66.0784| finalbitnum: |51.024642| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |386.0|random_num: |12.917149379771063
$: |66.0784| finalbitnum: |51.024642| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |387.0|random_num: |12.006972973153363
$: |66.0784| finalbitnum: |51.02451342857143| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |388.0|random_num: |17.70439752995063
$: |66.0784| finalbitnum: |51.02449914285714| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |389.0|random_num: |11.437722237830851
$: |66.0784| finalbitnum: |51.02449914285714| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |390.0|random_num: |17.81544086527066
$: |66.0784| finalbitnum: |51.02449914285714| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |391.0|random_num: |13.346808417535971
$: |66.0784| finalbitnum: |51.02449914285714| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |392.0|random_num: |16.4605126275004
$: |66.0784| finalbitnum: |51.02449914285714| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |393.0|random_num: |17.87740494648375
$: |66.0784| finalbitnum: |51.02449914285714| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |394.0|random_num: |10.31339033798123
$: |66.0784| finalbitnum: |51.02449914285714| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |395.0|random_num: |17.98754460088105
$: |66.0784| finalbitnum: |51.02449914285714| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |396.0|random_num: |16.410977052437843
$: |66.0784| finalbitnum: |51.023942| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |397.0|random_num: |16.68067491044372
$: |66.0784| finalbitnum: |51.023942| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |398.0|random_num: |19.417401652825262
$: |66.0784| finalbitnum: |51.02392771428571| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |399.0|random_num: |18.4820510947398
$: |66.0784| finalbitnum: |51.02392771428571| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |400.0|random_num: |10.284049449593729
$: |66.0784| finalbitnum: |51.02392771428571| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |401.0|random_num: |13.841077038199057
$: |66.0784| finalbitnum: |51.02392771428571| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |402.0|random_num: |11.9495231945258
$: |66.0784| finalbitnum: |51.02181085714285| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |403.0|random_num: |18.919387709079913
$: |66.0784| finalbitnum: |51.02181085714285| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |404.0|random_num: |18.594757873232297
$: |66.0784| finalbitnum: |51.02181085714285| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |405.0|random_num: |13.827993593434387
$: |66.0784| finalbitnum: |51.02181085714285| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |406.0|random_num: |13.115298912551768
$: |66.0784| finalbitnum: |51.02181085714285| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |407.0|random_num: |14.701114772295082
$: |66.0784| finalbitnum: |51.03537057142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |408.0|random_num: |11.21550085147965
$: |66.0784| finalbitnum: |51.03537057142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |409.0|random_num: |13.553904501473966
$: |66.0784| finalbitnum: |51.03537057142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |410.0|random_num: |15.026481927502012
$: |66.0784| finalbitnum: |51.03537057142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |411.0|random_num: |14.766426054230514
$: |66.0784| finalbitnum: |51.03537057142857| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |412.0|random_num: |19.161597310788224
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |413.0|random_num: |12.012633822567237
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |414.0|random_num: |11.905846067587426
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |415.0|random_num: |16.67826747819225
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |416.0|random_num: |12.732061610057603
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |417.0|random_num: |10.19522169498883
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |418.0|random_num: |10.088219479762152
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |419.0|random_num: |17.32140714592211
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |420.0|random_num: |16.31497940351334
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |421.0|random_num: |14.978969982879251
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |422.0|random_num: |14.141447411187904
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |423.0|random_num: |13.130165201095439
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |424.0|random_num: |10.215691832877937
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |425.0|random_num: |12.308649545552681
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |426.0|random_num: |11.99249321934191
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |427.0|random_num: |17.826582550028228
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |428.0|random_num: |15.742339474840456
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |429.0|random_num: |14.383356748644996
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |430.0|random_num: |11.216026133772463
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |431.0|random_num: |13.053339369321996
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |432.0|random_num: |18.26115845845787
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |433.0|random_num: |17.036763874248074
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |434.0|random_num: |14.573814188243478
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |435.0|random_num: |14.830689041988279
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |436.0|random_num: |10.88304252080449
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |437.0|random_num: |11.139645178076846
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |438.0|random_num: |16.514196481626875
$: |66.0784| finalbitnum: |51.01365042857143| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |439.0|random_num: |13.119087547223018
$: |66.0784| finalbitnum: |51.01365042857143| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |440.0|random_num: |13.001120783216237
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |441.0|random_num: |11.788114377015063
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |442.0|random_num: |15.386427981441432
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |443.0|random_num: |18.007151909693967
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |444.0|random_num: |19.601354309677777
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |445.0|random_num: |15.72799445683312
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |446.0|random_num: |11.488660573350167
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |447.0|random_num: |10.492800782285363
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |448.0|random_num: |19.0072275838031
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |449.0|random_num: |11.945684841062898
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |450.0|random_num: |18.760125439939433
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |451.0|random_num: |13.26900417512539
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |452.0|random_num: |19.18324759317327
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |453.0|random_num: |15.389885752609556
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |454.0|random_num: |13.892085712769036
$: |66.0784| finalbitnum: |51.022236142857146| firstbitseller: |58.316998999999996|monero_last_rate: |44.293710000000004| num: |455.0|random_num: |10.515209011522016
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |456.0|random_num: |18.05124439216111
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |457.0|random_num: |18.291202012366128
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |458.0|random_num: |15.312127440458404
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |459.0|random_num: |11.906943967779304
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |460.0|random_num: |11.786636371808385
$: |66.1854| finalbitnum: |53.32056042857143| firstbitselle
r: |61.0|monero_last_rate: |46.64067| num: |461.0|random_num: |10.14714678649142
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |462.0|random_num: |16.723305547493975
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |463.0|random_num: |11.621886733914137
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |464.0|random_num: |17.02020958608494
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |465.0|random_num: |14.480740730879742
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |466.0|random_num: |15.9529708255356
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |467.0|random_num: |15.366193316455119
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |468.0|random_num: |12.863831077066973
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |469.0|random_num: |18.433174190510684
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |470.0|random_num: |11.832048623433911
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |471.0|random_num: |11.729139710842944
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |472.0|random_num: |12.760170648311135
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |473.0|random_num: |15.672641726186308
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |474.0|random_num: |19.807139558948716
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |475.0|random_num: |13.843097138175622
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |476.0|random_num: |12.925170208722964
$: |66.1854| finalbitnum: |53.31516371428572| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |477.0|random_num: |11.626718889021548
$: |66.1854| finalbitnum: |53.31516371428572| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |478.0|random_num: |13.647141948598644
$: |66.1854| finalbitnum: |53.31516371428572| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |479.0|random_num: |16.36458639745646
$: |66.1854| finalbitnum: |53.31516371428572| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |480.0|random_num: |19.49236345843492
$: |66.1854| finalbitnum: |53.31516371428572| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |481.0|random_num: |18.331883494088316
$: |66.1854| finalbitnum: |53.31516371428572| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |482.0|random_num: |13.912526347173142
$: |66.1854| finalbitnum: |53.31164171428571| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |483.0|random_num: |17.67271359697897
$: |66.1854| finalbitnum: |53.31164171428571| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |484.0|random_num: |14.195621184764612
$: |66.1854| finalbitnum: |53.31164171428571| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |485.0|random_num: |16.229309931705515
$: |66.1854| finalbitnum: |53.31516371428572| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |486.0|random_num: |13.731044680011887
$: |66.1854| finalbitnum: |53.31516371428572| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |487.0|random_num: |18.05917645646607
$: |66.1854| finalbitnum: |53.31516371428572| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |488.0|random_num: |19.204535339358223
$: |66.1854| finalbitnum: |53.31516371428572| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |489.0|random_num: |17.401846851288532
$: |66.1854| finalbitnum: |53.31516371428572| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |490.0|random_num: |19.47765599920004
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |491.0|random_num: |12.912697387728894
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |492.0|random_num: |11.884126829338294
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |493.0|random_num: |18.69111328834041
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |494.0|random_num: |12.98388407792131
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |495.0|random_num: |13.38696962218764
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |496.0|random_num: |19.69645072384023
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |497.0|random_num: |18.110495814906283
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |498.0|random_num: |13.468123133938278
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |499.0|random_num: |12.827935554021982
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |500.0|random_num: |18.12438981747236
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |501.0|random_num: |19.013735929305376
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |502.0|random_num: |13.032488342392469
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |503.0|random_num: |10.306565000820997
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |504.0|random_num: |12.245872982716858
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |505.0|random_num: |19.476317323082277
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |506.0|random_num: |11.572673930416272
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |507.0|random_num: |10.598069221078514
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |508.0|random_num: |11.225641265614934
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |509.0|random_num: |14.628243712741984
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |510.0|random_num: |13.709236012085658
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |511.0|random_num: |11.630783376756616
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |512.0|random_num: |16.577911845048796
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |513.0|random_num: |14.737138441931135
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |514.0|random_num: |12.561536088373487
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |515.0|random_num: |19.797806714901686
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |516.0|random_num: |19.699552798220267
$: |66.1854| finalbitnum: |53.31516371428572| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |517.0|random_num: |18.559346855712782
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |518.0|random_num: |14.464345015569222
$: |66.1854| finalbitnum: |53.32056042857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |519.0|random_num: |16.45344725700749
$: |66.1854| finalbitnum: |53.30066485714286| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |520.0|random_num: |15.263138473229947
$: |66.1854| finalbitnum: |53.60907142857143| firstbitseller: |62.29819200000001|monero_last_rate: |46.64067| num: |521.0|random_num: |16.166073514856237
$: |66.1854| finalbitnum: |53.35273842857143| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |522.0|random_num: |19.865579090281706
$: |66.1854| finalbitnum: |53.42109557142857| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |523.0|random_num: |16.776373647159467
$: |66.1854| finalbitnum: |53.48803414285714| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |524.0|random_num: |11.345261779174153
$: |66.1854| finalbitnum: |53.48803414285714| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |525.0|random_num: |19.809760738776504
$: |66.1854| finalbitnum: |53.48803414285714| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |526.0|random_num: |15.14409839056595
$: |66.1854| finalbitnum: |53.48803414285714| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |527.0|random_num: |15.135488799859479
$: |66.1854| finalbitnum: |53.48803414285714| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |528.0|random_num: |10.068615884410377
$: |66.1854| finalbitnum: |53.55605285714286| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |529.0|random_num: |19.871958249747642
$: |66.1854| finalbitnum: |53.55605285714286| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |530.0|random_num: |12.253583122975233
$: |66.1854| finalbitnum: |53.55605285714286| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |531.0|random_num: |18.309829312106555
$: |66.1854| finalbitnum: |53.55605285714286| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |532.0|random_num: |13.573145584320992
$: |66.1854| finalbitnum: |53.55605285714286| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |533.0|random_num: |14.839796758635163
$: |66.1854| finalbitnum: |53.684259999999995| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |534.0|random_num: |14.42791280397037
$: |66.1854| finalbitnum: |53.684259999999995| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |535.0|random_num: |15.400833996155967
$: |66.1854| finalbitnum: |53.611985714285716| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |536.0|random_num: |18.713198519375254
$: |66.1854| finalbitnum: |53.611985714285716| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |537.0|random_num: |19.68782574539496
$: |66.1854| finalbitnum: |53.611985714285716| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |538.0|random_num: |13.494318278349947
$: |66.1854| finalbitnum: |53.611985714285716| firstbitseller: |61.0|monero_last_rate: |46.64067| num: |539.0|random_num: |16.01474700651995
$: |66.1854| finalbitnum: |53.89061785714285| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |540.0|random_num: |10.566890988192396
$: |66.1854| finalbitnum: |53.88952928571429| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |541.0|random_num: |16.186798045066187
$: |66.1854| finalbitnum: |53.88952928571429| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |542.0|random_num: |10.65102247000018
$: |66.1854| finalbitnum: |53.88952928571429| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |543.0|random_num: |18.839359465140678
$: |66.1854| finalbitnum: |53.88952928571429| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |544.0|random_num: |15.4095773975104
$: |66.1854| finalbitnum: |53.88952928571429| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |545.0|random_num: |14.885436501458422
$: |66.1854| finalbitnum: |53.88952928571429| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |546.0|random_num: |12.567247757791637
$: |66.1854| finalbitnum: |53.88952928571429| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |547.0|random_num: |11.900801724970437
$: |66.1854| finalbitnum: |53.79428200000001| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |548.0|random_num: |12.143938031671112
$: |66.1854| finalbitnum: |53.79428200000001| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |549.0|random_num: |16.431925149967473
$: |66.1854| finalbitnum: |53.79428200000001| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |550.0|random_num: |16.258285709883026
$: |66.1854| finalbitnum: |53.79428200000001| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |551.0|random_num: |19.87670283229684
$: |66.1854| finalbitnum: |53.79428200000001| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |552.0|random_num: |15.170713134447084
$: |66.1854| finalbitnum: |53.79428200000001| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |553.0|random_num: |13.921446690844565
$: |66.1854| finalbitnum: |53.888100714285706| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |554.0|random_num: |15.012890529671044
$: |66.1854| finalbitnum: |53.888100714285706| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |555.0|random_num: |14.247019432892413
$: |66.1854| finalbitnum: |53.888100714285706| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |556.0|random_num: |17.39891132928364
$: |66.1854| finalbitnum: |53.888100714285706| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |557.0|random_num: |12.133880651389426
$: |66.1854| finalbitnum: |53.888100714285706| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |558.0|random_num: |16.037380263109448
$: |66.1854| finalbitnum: |53.888100714285706| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |559.0|random_num: |16.99618405217434
$: |66.1854| finalbitnum: |53.888100714285706| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |560.0|random_num: |15.410672994810142
$: |66.1854| finalbitnum: |53.888100714285706| firstbitseller: |62.054505000000006|monero_last_rate: |46.64067| num: |561.0|random_num: |16.539999703882465
